Label,Total_Energy_kWh,Holiday
2020/5/13-19,0.91,False
2020/5/14-6,4.16,False
2020/5/14-7,8.51,False
2020/5/14-8,4.12,False
2020/3/16-16,1.39,False
2020/3/16-17,6.4,False
2020/3/16-18,0.15,False
2020/5/25-8,2.25,False
2020/5/25-9,3.3,False
2020/5/25-10,2.03,False
2020/5/14-11,1.65,False
2020/5/14-12,0.07,False
2020/5/14-13,1.47,False
2020/5/15-5,0.35,False
2020/5/15-6,7.09,False
2020/5/15-7,4.55,False
2020/5/15-8,6.26,False
2020/5/15-9,6.26,False
2020/5/15-10,6.26,False
2020/5/15-11,6.3100000000000005,False
2020/5/15-12,6.27,False
2020/5/15-13,0.1,False
2020/5/16-9,2.2,False
2020/5/16-10,6.72,False
2020/5/16-11,7.72,False
2020/5/16-12,10.51,False
2020/5/16-13,11.42,False
2020/5/16-14,13.719999999999999,False
2020/5/16-15,6.43,False
2020/5/16-16,6.43,False
2020/5/16-17,6.43,False
2020/5/16-18,2.53,False
2020/5/17-9,2.49,True
2020/5/17-10,0.94,True
2020/5/17-12,0.82,True
2020/5/17-13,6.17,True
2020/5/17-14,1.23,True
2020/5/17-15,8.34,True
2020/5/18-15,6.44,False
2020/5/18-16,0.97,False
2020/4/19-15,5.37,True
2020/5/18-18,1.31,False
2020/5/18-19,6.03,False
2020/5/18-20,3.22,False
2020/5/25-12,2.45,False
2020/5/25-13,8.3,False
2020/5/25-14,13.71,False
2020/5/25-15,8.29,False
2020/5/25-16,8.1,False
2020/5/25-17,11.48,False
2020/5/25-18,12.690000000000001,False
2020/5/25-19,8.59,False
2020/4/19-16,1.79,True
2020/4/19-17,5.97,True
2020/4/19-18,5.08,True
2020/5/19-6,2.41,False
2020/5/19-7,10.190000000000001,False
2020/5/19-8,7.859999999999999,False
2020/4/19-22,2.64,True
2020/4/19-23,2.54,True
2020/3/17-7,5.61,False
2020/3/17-8,4.0,False
2020/5/25-20,6.57,False
2020/5/25-21,1.34,False
2020/5/26-7,1.26,False
2020/5/26-8,4.21,False
2020/5/26-9,4.21,False
2020/5/26-10,2.48,False
2020/5/26-12,1.51,False
2020/5/26-13,4.78,False
2020/5/26-14,7.49,False
2020/5/26-15,8.41,False
2020/5/26-16,10.86,False
2020/5/26-17,7.9,False
2020/5/26-18,5.94,False
2020/5/26-19,1.14,False
2020/5/27-7,1.6,False
2020/5/27-8,5.35,False
2020/5/27-9,8.459999999999999,False
2020/5/27-10,6.83,False
2020/5/27-11,7.98,False
2020/5/27-12,20.69,False
2020/5/27-13,6.8,False
2020/5/27-14,3.5300000000000002,False
2020/5/27-15,1.88,False
2020/5/27-19,0.05,False
2020/5/27-20,2.9,False
2020/5/27-21,0.3,False
2020/5/28-10,3.5300000000000002,False
2020/5/28-11,4.78,False
2020/5/28-12,3.66,False
2020/5/28-15,4.4,False
2020/5/28-16,6.14,False
2020/5/28-17,6.14,False
2020/5/28-18,6.14,False
2020/5/28-19,6.14,False
2020/5/28-20,6.14,False
2020/5/28-21,0.94,False
2020/5/29-7,7.53,False
2020/5/29-8,10.92,False
2020/5/29-9,6.36,False
2020/5/29-10,8.719999999999999,False
2020/5/29-11,2.65,False
2020/5/29-12,4.71,False
2020/5/29-13,2.91,False
2020/5/29-14,3.08,False
2020/5/29-15,7.48,False
2020/5/29-16,2.77,False
2020/5/29-18,1.21,False
2020/5/29-19,6.58,False
2020/5/29-20,6.58,False
2020/5/29-21,0.64,False
2020/5/30-8,2.89,False
2020/5/30-9,15.29,False
2020/5/30-10,16.52,False
2020/5/30-11,13.5,False
2020/5/30-12,11.2,False
2020/5/30-13,3.6500000000000004,False
2020/5/30-14,15.21,False
2020/5/30-15,8.83,False
2020/5/30-16,2.58,False
2020/4/20-7,0.41,False
2020/4/20-8,7.38,False
2020/4/20-9,6.869999999999999,False
2020/5/19-9,7.91,False
2020/4/20-10,6.27,False
2020/4/20-11,3.66,False
2020/4/20-14,4.17,False
2020/4/20-15,12.100000000000001,False
2020/4/20-16,9.01,False
2020/4/20-17,6.41,False
2020/4/20-18,0.38,False
2020/3/17-9,0.55,False
2020/3/17-10,6.6,False
2020/3/17-11,2.76,False
2020/4/21-13,1.21,False
2020/4/21-14,6.79,False
2020/4/21-15,7.44,False
2020/4/21-16,6.03,False
2020/4/21-17,6.03,False
2020/4/21-18,4.22,False
2020/3/17-12,4.42,False
2020/5/19-10,11.850000000000001,False
2020/5/19-11,6.12,False
2020/5/19-12,1.39,False
2020/3/17-13,3.19,False
2020/5/19-13,2.03,False
2020/5/19-14,6.1,False
2020/5/19-15,6.1,False
2020/5/19-16,7.619999999999999,False
2020/5/19-17,10.0,False
2020/5/19-18,14.43,False
2020/5/19-19,19.8,False
2020/5/19-20,14.7,False
2020/5/19-21,4.21,False
2020/5/20-8,5.7,False
2020/5/20-9,6.34,False
2020/5/20-10,4.37,False
2020/5/20-11,1.47,False
2020/5/20-12,6.14,False
2020/5/20-13,6.41,False
2020/5/20-14,0.92,False
2020/5/20-17,0.43,False
2020/5/20-18,4.33,False
2020/5/20-19,4.33,False
2020/5/20-20,2.17,False
2020/5/21-6,1.8,False
2020/5/21-7,2.3,False
2020/5/21-8,6.02,False
2020/5/21-9,11.68,False
2020/5/21-10,19.25,False
2020/5/21-11,11.95,False
2020/5/21-12,5.359999999999999,False
2020/5/21-13,11.11,False
2020/5/21-14,4.1499999999999995,False
2020/5/21-15,1.68,False
2020/5/21-16,3.48,False
2020/5/22-5,0.65,False
2020/5/22-6,6.54,False
2020/5/22-7,4.37,False
2020/5/22-8,12.57,False
2020/5/22-9,17.23,False
2020/5/22-10,14.489999999999998,False
2020/5/22-11,8.39,False
2020/5/22-12,6.21,False
2020/5/22-13,6.21,False
2020/5/22-14,6.21,False
2020/5/22-15,10.07,False
2020/5/22-16,5.58,False
2020/5/22-17,2.67,False
2020/5/22-18,inf,False
2020/5/22-19,4.300000000000001,False
2020/5/22-20,1.27,False
2020/4/22-6,1.77,False
2020/4/22-7,1.67,False
2020/3/17-14,1.79,False
2020/3/17-15,1.35,False
2020/4/22-8,5.78,False
2020/4/22-9,7.59,False
2020/4/22-10,10.59,False
2020/3/18-8,3.78,False
2020/3/18-9,5.81,False
2020/3/18-10,6.6899999999999995,False
2020/3/18-11,8.219999999999999,False
2020/3/18-12,3.7,False
2020/4/22-11,1.13,False
2020/4/22-15,0.89,False
2020/4/22-16,5.95,False
2020/4/22-17,8.99,False
2020/4/22-18,6.67,False
2020/4/22-19,5.95,False
2020/4/22-20,5.95,False
2020/4/22-21,5.95,False
2020/4/22-22,0.71,False
2020/3/18-13,0.44,False
2020/4/23-10,1.98,False
2020/4/23-11,6.6,False
2020/4/23-12,4.09,False
2020/3/18-15,3.14,False
2020/3/18-16,2.61,False
2020/4/23-17,2.14,False
2020/4/24-7,0.1,False
2020/4/24-8,6.29,False
2020/4/24-9,6.29,False
2020/4/24-10,6.29,False
2020/4/24-11,0.8099999999999999,False
2020/3/18-21,0.73,False
2020/3/18-22,3.16,False
2020/4/24-12,2.53,False
2020/3/21-11,1.24,False
2020/3/21-12,5.31,False
2020/3/21-13,3.97,False
2020/3/22-10,3.14,True
2020/3/22-11,6.5,True
2020/3/22-12,6.5,True
2020/3/22-13,3.42,True
2020/3/22-15,3.4299999999999997,True
2020/3/22-16,8.96,True
2020/3/22-17,7.26,True
2020/3/22-18,2.13,True
2020/3/23-8,3.48,False
2020/3/23-9,5.22,False
2020/3/23-10,9.059999999999999,False
2020/3/23-11,10.469999999999999,False
2020/3/23-12,9.84,False
2020/3/23-13,2.63,False
2020/3/24-7,6.18,False
2020/3/24-8,7.77,False
2020/3/24-9,4.82,False
2020/3/24-10,4.82,False
2020/3/24-11,4.03,False
2020/3/24-12,9.93,False
2020/3/24-13,9.93,False
2020/3/24-14,3.06,False
2020/3/24-15,0.67,False
2020/3/24-16,2.89,False
2020/3/24-17,2.7,False
2020/3/24-18,inf,False
2020/3/25-11,2.35,False
2020/3/25-12,6.13,False
2020/3/25-13,6.13,False
2020/3/25-14,6.13,False
2020/3/25-15,2.76,False
2020/3/25-16,0.05,False
2020/3/26-8,3.87,False
2020/3/26-9,5.16,False
2020/3/26-10,5.16,False
2020/3/26-11,2.12,False
2020/3/26-16,4.75,False
2020/3/26-17,6.48,False
2020/3/26-18,6.48,False
2020/3/26-19,1.79,False
2020/3/27-6,2.86,False
2020/3/27-7,5.37,False
2020/3/27-8,1.59,False
2020/3/27-9,5.95,False
2020/3/27-10,7.010000000000001,False
2020/3/27-11,8.13,False
2020/3/27-12,8.13,False
2020/3/27-13,8.13,False
2020/3/27-14,8.13,False
2020/3/27-15,6.58,False
2020/3/27-16,4.72,False
2020/3/28-14,2.49,False
2020/4/24-14,2.58,False
2020/4/24-15,5.53,False
2020/4/24-16,5.53,False
2020/4/24-17,5.890000000000001,False
2020/4/24-18,9.85,False
2020/4/24-19,5.75,False
2020/4/24-20,5.53,False
2020/4/24-21,5.53,False
2020/4/24-22,0.35,False
2020/4/25-8,2.19,False
2020/4/25-9,5.97,False
2020/4/25-10,10.34,False
2020/4/25-11,15.54,False
2020/4/25-12,5.96,False
2020/4/25-13,3.21,False
2020/4/25-14,1.97,False
2020/4/25-15,0.71,False
2020/4/26-0,2.5,True
2020/4/26-1,4.42,True
2020/4/26-2,4.42,True
2020/4/26-3,4.42,True
2020/4/26-4,4.42,True
2020/4/26-5,4.42,True
2020/4/26-6,4.42,True
2020/4/26-7,4.42,True
2020/4/26-8,10.15,True
2020/4/26-9,11.44,True
2020/4/26-10,7.26,True
2020/7/3-10,9.530000000000001,False
2020/7/3-11,9.97,False
2020/7/3-12,4.4,False
2020/7/3-13,5.85,False
2020/7/3-14,5.64,False
2020/6/25-7,5.57,False
2020/6/25-8,11.389999999999999,False
2020/6/25-9,16.069999999999997,False
2020/6/25-10,15.509999999999998,False
2020/7/3-15,4.92,False
2020/7/3-17,2.5,False
2020/7/3-18,6.25,False
2020/7/3-19,5.94,False
2020/7/3-20,3.52,False
2020/7/3-21,6.04,False
2020/7/3-22,0.28,False
2020/7/4-8,2.2399999999999998,True
2020/6/25-11,7.2,False
2020/7/4-9,0.01,True
2020/6/25-12,6.2,False
2020/6/25-13,7.78,False
2020/7/4-11,3.09,True
2020/7/7-20,14.25,False
2020/7/7-21,8.51,False
2020/7/7-22,3.16,False
2020/6/13-9,5.0,False
2020/6/13-10,10.660000000000002,False
2020/6/13-11,15.15,False
2020/6/13-12,13.39,False
2020/6/13-13,9.14,False
2020/6/13-14,6.630000000000001,False
2020/6/13-15,8.84,False
2020/6/13-16,6.32,False
2020/6/13-17,7.11,False
2020/6/13-18,7.319999999999999,False
2020/6/29-13,8.11,False
2020/6/29-14,11.47,False
2020/6/25-14,8.79,False
2020/6/25-15,7.29,False
2020/6/25-16,4.45,False
2020/6/25-17,4.84,False
2020/6/25-18,13.51,False
2020/6/25-19,9.22,False
2020/6/25-20,1.65,False
2020/6/26-6,5.7700000000000005,False
2020/6/26-7,11.829999999999998,False
2020/6/26-8,11.39,False
2020/6/26-9,5.34,False
2020/6/26-10,5.3,False
2020/6/26-11,2.75,False
2020/6/26-12,4.0600000000000005,False
2020/6/26-13,12.93,False
2020/6/26-14,8.64,False
2020/6/26-15,7.23,False
2020/6/26-16,4.53,False
2020/6/26-17,4.53,False
2020/6/26-18,4.53,False
2020/6/26-19,0.83,False
2020/6/27-6,3.38,False
2020/6/27-7,1.41,False
2020/6/27-8,0.45,False
2020/6/27-9,3.41,False
2020/6/27-10,1.29,False
2020/6/27-11,1.42,False
2020/6/27-12,7.83,False
2020/6/27-13,5.09,False
2020/6/27-14,4.9,False
2020/6/27-15,3.38,False
2020/6/27-16,3.38,False
2020/6/27-17,2.7199999999999998,False
2020/6/27-18,5.3100000000000005,False
2020/6/27-19,4.37,False
2020/6/27-20,4.63,False
2020/6/27-21,2.42,False
2020/6/28-6,1.84,True
2020/6/28-7,6.9399999999999995,True
2020/6/28-8,2.26,True
2020/6/28-9,6.66,True
2020/6/28-10,6.66,True
2020/6/28-11,5.13,True
2020/6/28-12,2.12,True
2020/6/28-13,11.010000000000002,True
2020/6/28-14,12.120000000000001,True
2020/6/28-15,7.32,True
2020/6/28-16,5.92,True
2020/6/28-17,12.129999999999999,True
2020/6/28-18,13.93,True
2020/6/28-19,16.05,True
2020/6/28-20,8.01,True
2020/6/28-21,2.1,True
2020/6/29-6,0.16,False
2020/6/29-7,3.95,False
2020/6/29-8,9.42,False
2020/6/29-9,6.34,False
2020/6/29-10,4.65,False
2020/6/29-12,5.47,False
2020/6/29-15,5.8,False
2020/6/29-16,11.989999999999998,False
2020/6/29-17,10.58,False
2020/6/18-20,8.850000000000001,False
2020/6/18-21,8.780000000000001,False
2020/6/18-22,5.99,False
2020/6/18-23,5.99,False
2020/7/4-12,1.29,True
2020/7/4-13,5.53,True
2020/7/4-14,11.45,True
2020/7/4-15,10.84,True
2020/5/31-7,3.78,True
2020/5/31-8,7.09,True
2020/5/31-9,14.809999999999999,True
2020/5/31-10,4.57,True
2020/6/7-15,8.190000000000001,True
2020/6/7-16,12.14,True
2020/6/7-17,6.2,True
2020/7/8-7,0.43,False
2020/7/8-8,5.38,False
2020/7/8-9,4.1899999999999995,False
2020/7/8-10,0.56,False
2020/7/4-16,7.029999999999999,True
2020/6/19-9,6.42,False
2020/6/29-18,4.9,False
2020/7/4-17,6.19,True
2020/7/4-18,2.46,True
2020/5/31-11,3.7800000000000002,True
2020/6/7-20,2.74,True
2020/6/7-21,2.37,True
2020/6/30-7,0.85,False
2020/6/30-8,6.38,False
2020/6/30-9,5.869999999999999,False
2020/7/5-8,0.11,True
2020/7/5-9,9.13,True
2020/7/5-10,9.66,True
2020/5/31-12,3.29,True
2020/5/31-13,2.66,True
2020/6/8-7,1.37,False
2020/6/8-8,7.779999999999999,False
2020/6/8-9,9.4,False
2020/6/8-10,6.34,False
2020/6/8-11,2.49,False
2020/6/19-12,3.27,False
2020/6/19-13,7.0,False
2020/6/19-14,0.51,False
2020/6/19-15,0.21,False
2020/6/19-16,0.89,False
2020/5/31-14,7.96,True
2020/5/31-15,9.49,True
2020/5/31-16,4.07,True
2020/6/30-10,4.71,False
2020/6/30-11,4.71,False
2020/6/30-12,7.39,False
2020/6/30-13,8.2,False
2020/7/8-16,1.26,False
2020/7/8-17,3.73,False
2020/6/8-15,1.87,False
2020/6/8-16,0.83,False
2020/6/20-6,2.35,False
2020/6/20-7,6.13,False
2020/6/20-8,15.559999999999999,False
2020/6/20-9,10.42,False
2020/6/20-10,10.23,False
2020/7/8-18,0.19,False
2020/7/8-19,1.91,False
2020/6/9-11,0.55,False
2020/6/9-12,5.1899999999999995,False
2020/6/9-13,3.95,False
2020/6/9-14,6.16,False
2020/6/9-15,6.42,False
2020/6/9-16,0.74,False
2020/7/5-11,9.27,True
2020/7/5-12,5.23,True
2020/7/5-13,5.23,True
2020/7/5-14,8.5,True
2020/7/5-15,12.95,True
2020/7/5-16,15.42,True
2020/7/5-17,19.86,True
2020/7/5-18,20.19,True
2020/7/5-19,10.190000000000001,True
2020/6/13-19,3.05,False
2020/6/13-20,3.05,False
2020/6/13-21,1.55,False
2020/7/9-6,2.03,False
2020/7/9-7,6.85,False
2020/6/14-7,5.73,True
2020/7/9-8,6.38,False
2020/7/9-9,3.66,False
2020/6/20-11,8.67,False
2020/6/20-12,9.29,False
2020/6/30-14,8.49,False
2020/6/30-15,9.04,False
2020/6/30-16,15.59,False
2020/6/30-17,7.68,False
2020/6/30-18,13.870000000000001,False
2020/6/30-19,10.780000000000001,False
2020/6/30-20,5.37,False
2020/6/30-21,4.470000000000001,False
2020/6/30-22,4.99,False
2020/6/30-23,4.99,False
2020/7/1-6,0.42,False
2020/7/1-7,10.11,False
2020/7/1-8,7.82,False
2020/7/1-9,6.17,False
2020/7/1-10,5.08,False
2020/7/1-11,2.61,False
2020/7/1-12,2.11,False
2020/7/1-13,3.72,False
2020/7/1-14,0.79,False
2020/7/1-15,3.23,False
2020/7/1-16,5.88,False
2020/7/1-17,12.379999999999999,False
2020/7/1-18,5.98,False
2020/7/1-19,10.38,False
2020/7/1-20,11.17,False
2020/7/1-21,10.77,False
2020/7/1-22,4.79,False
2020/7/1-23,4.79,False
2020/7/2-6,6.27,False
2020/7/2-7,6.03,False
2020/7/2-8,8.6,False
2020/7/2-9,14.169999999999998,False
2020/7/2-10,8.440000000000001,False
2020/7/2-11,9.25,False
2020/7/2-12,20.82,False
2020/7/2-13,16.91,False
2020/7/2-14,11.28,False
2020/7/2-15,10.98,False
2020/6/9-18,6.42,False
2020/6/9-19,0.72,False
2020/7/2-16,16.95,False
2020/7/2-17,13.600000000000001,False
2020/7/2-18,11.68,False
2020/7/2-19,16.7,False
2020/7/2-20,16.7,False
2020/7/2-21,10.969999999999999,False
2020/7/2-22,10.780000000000001,False
2020/7/2-23,6.12,False
2020/7/3-6,5.409999999999999,False
2020/7/3-7,15.469999999999999,False
2020/7/3-8,11.71,False
2020/7/3-9,9.0,False
2020/6/14-8,1.29,True
2020/6/14-9,2.28,True
2020/7/9-11,2.49,False
2020/7/9-12,11.5,False
2020/7/9-13,12.969999999999999,False
2020/7/9-14,8.95,False
2020/6/10-5,0.54,False
2020/6/10-6,6.53,False
2020/6/10-7,3.3499999999999996,False
2020/5/31-18,6.26,True
2020/5/31-19,1.18,True
2020/6/1-5,0.66,False
2020/6/1-6,6.57,False
2020/6/1-7,3.62,False
2020/6/10-8,15.58,False
2020/6/10-9,17.35,False
2020/6/10-10,22.769999999999996,False
2020/6/14-10,4.52,True
2020/6/14-11,8.99,True
2020/6/14-12,6.02,True
2020/6/1-8,6.33,False
2020/6/1-9,6.33,False
2020/6/1-10,5.17,False
2020/6/1-11,2.19,False
2020/6/10-11,9.139999999999999,False
2020/7/9-15,5.28,False
2020/7/9-16,5.28,False
2020/7/9-17,8.4,False
2020/7/9-18,9.469999999999999,False
2020/6/1-16,2.61,False
2020/6/1-17,6.890000000000001,False
2020/6/1-18,6.890000000000001,False
2020/6/1-19,4.14,False
2020/6/2-6,1.9200000000000002,False
2020/6/2-7,7.58,False
2020/6/2-8,3.46,False
2020/6/2-11,4.24,False
2020/6/2-12,7.07,False
2020/6/2-13,8.76,False
2020/6/2-14,2.94,False
2020/6/2-16,1.39,False
2020/6/2-17,5.91,False
2020/6/2-18,7.88,False
2020/6/2-19,7.61,False
2020/6/2-20,1.45,False
2020/6/3-7,1.06,False
2020/6/3-8,6.35,False
2020/6/3-9,6.91,False
2020/6/3-10,9.75,False
2020/6/3-11,9.600000000000001,False
2020/6/3-12,9.600000000000001,False
2020/6/3-13,5.57,False
2020/6/3-14,1.9500000000000002,False
2020/6/3-15,2.82,False
2020/6/3-17,0.57,False
2020/6/3-18,5.71,False
2020/6/3-19,5.71,False
2020/6/3-20,5.71,False
2020/6/3-21,5.26,False
2020/6/4-7,1.09,False
2020/6/4-8,8.68,False
2020/6/4-9,12.91,False
2020/6/4-10,10.53,False
2020/6/4-11,4.67,False
2020/6/4-19,2.88,False
2020/6/5-6,2.55,False
2020/6/5-7,8.77,False
2020/6/5-8,7.9399999999999995,False
2020/6/5-9,6.57,False
2020/6/5-10,12.75,False
2020/6/5-11,11.32,False
2020/6/5-12,15.350000000000001,False
2020/6/20-13,12.990000000000002,False
2020/6/5-13,6.59,False
2020/6/5-14,2.06,False
2020/6/6-10,2.12,False
2020/6/6-11,5.46,False
2020/6/6-12,6.81,False
2020/6/6-13,1.83,False
2020/6/6-16,0.36,False
2020/6/6-17,3.08,False
2020/6/6-18,2.53,False
2020/6/7-12,3.01,True
2020/6/7-13,14.72,True
2020/6/7-14,8.040000000000001,True
2020/6/7-18,3.72,True
2020/6/14-15,6.81,True
2020/6/20-14,14.15,False
2020/6/20-15,7.25,False
2020/7/5-20,5.96,True
2020/7/5-21,5.96,True
2020/6/14-16,6.73,True
2020/6/14-17,13.370000000000001,True
2020/6/14-18,5.32,True
2020/7/9-19,5.38,False
2020/7/9-20,0.81,False
2020/7/6-6,1.51,False
2020/7/6-7,2.69,False
2020/6/20-16,6.4,False
2020/6/20-17,9.45,False
2020/6/20-18,5.37,False
2020/7/10-5,3.41,False
2020/7/6-9,2.43,False
2020/7/6-10,6.33,False
2020/7/6-11,9.09,False
2020/7/10-6,0.42,False
2020/7/10-7,9.52,False
2020/7/10-8,15.870000000000001,False
2020/6/20-19,5.45,False
2020/6/20-20,6.720000000000001,False
2020/6/20-21,5.19,False
2020/6/21-8,7.609999999999999,True
2020/6/21-9,4.18,True
2020/6/21-10,3.82,True
2020/6/21-11,6.75,True
2020/6/21-12,11.17,True
2020/6/21-13,5.44,True
2020/6/21-14,6.380000000000001,True
2020/6/21-15,10.3,True
2020/6/21-16,9.48,True
2020/6/21-17,13.82,True
2020/6/21-18,11.930000000000001,True
2020/6/21-19,5.659999999999999,True
2020/6/21-20,5.96,True
2020/6/22-7,1.06,False
2020/6/22-8,6.33,False
2020/6/22-9,6.33,False
2020/6/22-10,6.33,False
2020/6/22-11,1.73,False
2020/6/22-13,1.6,False
2020/6/22-14,3.7,False
2020/6/22-15,2.62,False
2020/6/22-16,3.0999999999999996,False
2020/6/22-17,11.45,False
2020/6/22-18,10.059999999999999,False
2020/6/22-19,15.08,False
2020/6/22-20,4.67,False
2020/6/23-7,8.020000000000001,False
2020/6/23-8,9.68,False
2020/6/23-9,5.93,False
2020/6/23-10,2.29,False
2020/7/6-12,11.48,False
2020/6/23-14,2.91,False
2020/6/23-15,4.49,False
2020/6/23-18,5.85,False
2020/6/23-19,4.8,False
2020/6/24-6,1.73,False
2020/6/24-7,1.12,False
2020/6/24-8,2.02,False
2020/6/24-9,2.64,False
2020/6/24-10,0.91,False
2020/6/24-11,9.4,False
2020/6/24-12,0.43,False
2020/6/24-14,1.17,False
2020/6/24-15,2.88,False
2020/6/24-17,3.17,False
2020/6/24-18,7.130000000000001,False
2020/6/24-19,6.32,False
2020/6/24-20,0.84,False
2020/6/10-12,17.16,False
2020/7/10-9,10.32,False
2020/7/10-10,11.969999999999999,False
2020/6/15-8,4.21,False
2020/6/15-9,6.32,False
2020/6/15-10,6.32,False
2020/6/15-11,2.87,False
2020/6/10-13,9.2,False
2020/7/6-13,3.1799999999999997,False
2020/7/6-14,2.98,False
2020/7/6-15,4.75,False
2020/6/15-20,4.11,False
2020/6/10-14,7.390000000000001,False
2020/6/10-15,3.03,False
2020/6/10-16,4.61,False
2020/6/10-17,8.58,False
2020/6/10-18,7.59,False
2020/6/10-19,10.29,False
2020/6/10-20,3.44,False
2020/6/10-21,3.03,False
2020/6/10-22,3.03,False
2020/6/10-23,3.03,False
2020/7/6-16,8.72,False
2020/7/10-11,7.21,False
2020/7/10-12,6.79,False
2020/7/10-13,5.22,False
2020/7/10-14,4.62,False
2020/7/10-16,3.43,False
2020/7/10-17,16.180000000000003,False
2020/7/10-18,0.99,False
2020/7/10-20,3.18,False
2020/7/10-21,3.58,False
2020/7/11-7,4.35,False
2020/7/11-8,9.86,False
2020/7/11-9,13.46,False
2020/7/11-10,15.230000000000002,False
2020/7/11-11,23.91,False
2020/7/11-12,9.91,False
2020/7/11-13,12.43,False
2020/7/11-14,14.600000000000001,False
2020/7/11-15,20.67,False
2020/7/11-16,19.12,False
2020/7/11-17,11.92,False
2020/7/11-18,9.4,False
2020/7/11-19,9.12,False
2020/7/11-20,9.12,False
2020/7/11-21,2.87,False
2020/7/12-8,1.51,True
2020/7/12-9,6.98,True
2020/7/12-10,0.72,True
2020/6/16-6,0.24,False
2020/6/16-7,8.39,False
2020/6/16-8,8.81,False
2020/7/6-17,12.34,False
2020/7/6-18,9.24,False
2020/6/16-9,8.36,False
2020/6/16-10,8.02,False
2020/7/6-19,4.94,False
2020/7/6-20,10.219999999999999,False
2020/6/16-11,3.45,False
2020/6/11-6,0.92,False
2020/6/11-7,3.7,False
2020/6/16-15,1.57,False
2020/6/16-16,6.28,False
2020/6/16-17,10.34,False
2020/6/16-18,11.350000000000001,False
2020/6/16-19,7.24,False
2020/6/16-20,4.33,False
2020/6/11-8,4.79,False
2020/6/11-9,7.91,False
2020/6/11-10,5.42,False
2020/6/11-11,8.97,False
2020/7/7-6,2.07,False
2020/7/7-7,9.06,False
2020/6/17-6,4.33,False
2020/6/17-7,2.21,False
2020/7/7-8,3.43,False
2020/6/11-12,5.89,False
2020/6/11-13,6.779999999999999,False
2020/6/11-14,3.23,False
2020/6/11-15,4.08,False
2020/6/11-16,7.26,False
2020/6/11-17,2.99,False
2020/6/11-18,0.63,False
2020/6/11-19,3.48,False
2020/6/11-20,0.7,False
2020/6/12-5,0.21,False
2020/6/12-6,7.7,False
2020/6/12-7,15.04,False
2020/6/12-8,7.390000000000001,False
2020/6/12-9,10.7,False
2020/6/12-10,15.73,False
2020/6/12-11,10.639999999999999,False
2020/6/12-12,9.84,False
2020/6/12-13,14.95,False
2020/6/12-14,9.16,False
2020/6/12-15,3.2,False
2020/6/12-16,2.31,False
2020/6/12-17,1.26,False
2020/6/17-8,0.82,False
2020/6/17-9,10.969999999999999,False
2020/6/17-10,6.53,False
2020/6/17-11,3.24,False
2020/6/17-13,1.31,False
2020/6/17-14,6.03,False
2020/6/17-15,8.35,False
2020/6/17-16,5.71,False
2020/6/17-17,1.96,False
2020/6/17-18,3.23,False
2020/6/17-19,7.79,False
2020/6/17-20,4.36,False
2020/6/17-21,0.96,False
2020/6/18-6,0.1,False
2020/6/18-7,6.92,False
2020/6/18-8,7.06,False
2020/6/18-9,10.7,False
2020/6/18-10,8.54,False
2020/6/18-11,4.89,False
2020/6/18-12,4.89,False
2020/6/18-13,6.64,False
2020/6/18-14,5.89,False
2020/6/18-15,3.59,False
2020/6/18-16,6.16,False
2020/6/18-17,10.0,False
2020/6/18-18,11.64,False
2020/6/18-19,9.66,False
2020/7/7-10,3.84,False
2020/7/7-11,5.76,False
2020/7/7-12,10.620000000000001,False
2020/7/7-13,7.800000000000001,False
2020/7/7-14,11.99,False
2020/7/7-15,4.61,False
2020/7/7-16,5.34,False
2020/7/7-17,9.0,False
2020/7/7-18,14.57,False
2020/7/7-19,13.03,False
2020/8/2-11,5.45,True
2020/8/2-12,9.969999999999999,True
2020/8/2-13,10.379999999999999,True
2020/8/2-14,14.89,True
2020/8/2-15,13.25,True
2020/8/2-16,5.83,True
2020/8/2-17,1.36,True
2020/8/3-7,3.33,False
2020/8/3-8,4.75,False
2020/8/3-9,4.75,False
2020/8/3-10,4.96,False
2020/8/3-11,4.17,False
2020/8/3-12,3.1500000000000004,False
2020/7/12-13,11.82,True
2020/7/12-14,12.98,True
2020/7/12-15,11.75,True
2020/8/3-13,16.8,False
2020/8/3-14,11.38,False
2020/8/9-15,16.0,True
2020/7/12-16,1.43,True
2020/7/28-16,6.2,False
2020/7/28-17,10.69,False
2020/7/12-19,5.57,True
2020/7/28-18,7.880000000000001,False
2020/8/9-18,6.26,True
2020/7/28-19,7.62,False
2020/7/28-20,5.109999999999999,False
2020/8/9-19,11.030000000000001,True
2020/8/3-16,2.4200000000000004,False
2020/8/3-17,10.309999999999999,False
2020/7/29-6,2.58,False
2020/7/29-7,9.09,False
2020/8/9-20,4.92,True
2020/8/3-18,3.15,False
2020/7/29-8,8.03,False
2020/7/29-9,11.030000000000001,False
2020/7/29-10,12.080000000000002,False
2020/7/29-11,8.48,False
2020/8/9-21,5.04,True
2020/8/9-22,5.6,True
2020/8/9-23,5.6,True
2020/8/10-7,5.220000000000001,False
2020/8/10-8,7.8500000000000005,False
2020/8/10-9,6.390000000000001,False
2020/8/10-10,9.76,False
2020/8/10-11,4.74,False
2020/7/29-12,5.470000000000001,False
2020/7/29-13,7.41,False
2020/8/4-7,3.63,False
2020/8/4-8,4.05,False
2020/7/12-20,10.309999999999999,True
