Label,Total_Energy_kWh,Holiday
2018/7/29-12,6.14,True
2018/7/29-13,10.530000000000001,True
2018/7/29-14,11.46,True
2018/7/29-15,10.45,True
2018/7/29-16,3.23,True
2018/7/29-17,3.0,True
2018/7/29-18,8.54,True
2018/7/29-19,8.209999999999999,True
2018/7/29-20,1.89,True
2018/7/30-6,2.17,False
2018/7/30-7,9.1,False
2018/7/30-8,9.51,False
2018/7/30-9,7.15,False
2018/7/30-10,6.710000000000001,False
2018/7/31-14,14.64,False
2018/7/31-15,17.36,False
2018/7/31-16,17.75,False
2018/7/31-17,10.55,False
2018/7/31-18,17.259999999999998,False
2018/7/31-19,14.29,False
2018/7/31-20,11.01,False
2018/7/31-21,9.73,False
2018/7/31-23,7.91,False
2018/8/1-6,6.239999999999999,False
2018/8/1-7,3.5,False
2018/8/1-8,7.0,False
2018/8/1-9,6.73,False
2018/8/1-10,0.7000000000000001,False
2018/8/1-11,11.08,False
2018/8/1-12,6.1000000000000005,False
2018/8/1-13,14.06,False
2018/8/1-14,13.24,False
2018/8/1-15,12.66,False
2018/8/1-16,12.76,False
2018/8/17-12,17.5,False
2018/8/17-13,28.16,False
2018/8/17-14,33.7,False
2018/8/17-15,19.48,False
2018/8/17-16,4.2,False
2018/8/14-14,9.330000000000002,False
2018/8/14-15,8.559999999999999,False
2018/8/17-17,3.54,False
2018/8/17-18,10.38,False
2018/8/17-19,11.16,False
2018/8/17-20,7.7700000000000005,False
2018/8/14-16,8.68,False
2018/8/3-19,6.6,False
2018/8/17-21,6.3100000000000005,False
2018/8/17-22,1.78,False
2018/8/14-17,7.789999999999999,False
2018/8/14-18,7.58,False
2018/8/3-20,11.580000000000002,False
2018/8/22-16,3.8,False
2018/8/22-17,16.12,False
2018/8/22-18,25.28,False
2018/8/22-19,17.93,False
2018/8/22-20,15.23,False
2018/8/14-19,6.97,False
2018/8/3-21,9.27,False
2018/8/18-8,0.26,False
2018/8/18-9,3.31,False
2018/8/18-10,5.199999999999999,False
2018/8/18-11,9.09,False
2018/8/18-12,10.649999999999999,False
2018/8/18-13,10.44,False
2018/8/18-14,7.29,False
2018/8/18-15,4.59,False
2018/8/18-18,3.49,False
2018/8/18-19,14.78,False
2018/8/18-20,14.56,False
2018/8/18-21,11.09,False
2018/8/18-22,1.2,False
2018/8/19-11,5.08,True
2018/8/19-12,4.409999999999999,True
2018/8/19-13,8.5,True
2018/8/19-14,1.16,True
2018/8/19-16,6.12,True
2018/8/19-17,7.34,True
2018/8/19-18,14.440000000000001,True
2018/8/19-19,12.24,True
2018/8/19-20,1.29,True
2018/8/20-7,2.12,False
2018/8/20-8,3.86,False
2018/8/20-9,3.71,False
2018/8/20-10,3.69,False
2018/8/20-11,4.91,False
2018/8/20-12,13.09,False
2018/8/20-13,16.57,False
2018/8/20-14,8.46,False
2018/8/20-15,7.86,False
2018/8/20-16,13.22,False
2018/8/20-17,14.55,False
2018/8/20-18,10.059999999999999,False
2018/8/9-17,1.96,False
2018/8/9-18,10.84,False
2018/8/9-19,27.21,False
2018/8/7-10,6.6,False
2018/8/7-11,2.91,False
2018/8/11-21,13.43,False
2018/8/11-22,9.799999999999999,False
2018/8/12-8,6.06,True
2018/8/12-9,9.78,True
2018/8/12-10,10.34,True
2018/8/20-19,7.74,False
2018/8/9-20,18.970000000000002,False
2018/8/9-21,8.56,False
2018/8/9-22,1.37,False
2018/8/14-20,1.54,False
2018/8/14-21,1.52,False
2018/8/7-12,0.54,False
2018/8/7-13,11.02,False
2018/8/7-14,9.15,False
2018/8/7-15,12.11,False
2018/8/7-16,12.190000000000001,False
2018/8/7-17,8.14,False
2018/8/7-18,6.85,False
2018/8/7-19,8.18,False
2018/8/7-20,9.03,False
2018/8/7-21,9.03,False
2018/8/7-22,3.08,False
2018/8/7-23,0.79,False
2018/8/8-6,10.51,False
2018/8/8-7,11.66,False
2018/8/8-8,11.27,False
2018/8/8-9,2.28,False
2018/8/8-10,0.4,False
2018/8/8-11,11.36,False
2018/8/8-12,12.14,False
2018/8/8-13,16.76,False
2018/8/8-14,1.9200000000000002,False
2018/8/8-15,3.17,False
2018/8/8-16,12.610000000000001,False
2018/8/8-17,13.489999999999998,False
2018/8/8-18,17.53,False
2018/8/8-19,11.700000000000001,False
2018/8/8-20,6.25,False
2018/8/8-21,0.1,False
2018/8/9-7,0.58,False
2018/8/9-8,8.95,False
2018/8/9-9,11.940000000000001,False
2018/8/9-10,6.0200000000000005,False
2018/8/9-11,3.93,False
2018/8/9-12,8.15,False
2018/8/9-13,20.39,False
2018/8/9-14,10.75,False
2018/8/9-15,4.96,False
2018/8/9-16,3.5,False
2018/8/12-11,12.57,True
2018/8/12-12,7.050000000000001,True
2018/8/3-22,3.5,False
2018/8/15-8,2.0,False
2018/8/15-9,8.45,False
2018/8/15-10,15.41,False
2018/8/15-11,11.54,False
2018/8/20-20,11.64,False
2018/8/20-21,8.06,False
2018/8/3-23,2.64,False
2018/8/12-13,8.98,True
2018/8/12-14,8.41,True
2018/8/4-9,6.92,False
2018/8/20-22,5.96,False
2018/8/20-23,5.96,False
2018/8/15-12,2.87,False
2018/8/12-15,12.8,True
2018/8/22-21,8.95,False
2018/8/21-6,8.26,False
2018/8/21-7,5.74,False
2018/8/21-8,2.66,False
2018/8/4-10,0.1,False
2018/8/4-11,4.46,False
2018/8/10-0,1.31,False
2018/8/10-1,2.9,False
2018/8/10-2,0.29,False
2018/8/22-22,5.82,False
2018/8/22-23,5.82,False
2018/8/23-6,12.83,False
2018/8/23-7,9.780000000000001,False
2018/8/23-8,19.509999999999998,False
2018/8/23-9,24.55,False
2018/8/23-10,27.319999999999997,False
2018/8/23-11,22.07,False
2018/8/23-12,15.77,False
2018/8/23-13,25.37,False
2018/8/23-14,30.85,False
2018/8/23-15,29.760000000000005,False
2018/8/23-16,23.720000000000002,False
2018/8/23-17,8.05,False
2018/8/23-18,14.65,False
2018/8/23-19,20.03,False
2018/8/23-20,20.810000000000002,False
2018/8/23-21,15.59,False
2018/8/23-22,6.08,False
2018/8/24-6,6.77,False
2018/8/24-7,8.3,False
2018/8/24-8,13.23,False
2018/8/24-9,18.34,False
2018/8/24-10,26.3,False
2018/8/24-11,14.51,False
2018/8/24-12,15.4,False
2018/8/21-11,0.8400000000000001,False
2018/8/21-12,10.910000000000002,False
2018/8/10-7,5.67,False
2018/8/10-8,6.68,False
2018/8/10-9,3.72,False
2018/8/10-10,9.319999999999999,False
2018/8/15-15,0.22,False
2018/8/15-16,7.529999999999999,False
2018/8/15-17,17.599999999999998,False
2018/8/10-11,21.65,False
2018/8/12-16,6.9799999999999995,True
2018/8/12-17,13.310000000000002,True
2018/8/15-18,16.19,False
2018/8/4-12,5.08,False
2018/8/4-13,16.97,False
2018/8/12-18,23.43,True
2018/8/12-19,16.59,True
2018/8/12-20,12.13,True
2018/8/12-21,11.92,True
2018/8/12-22,11.92,True
2018/8/12-23,7.74,True
2018/8/13-8,5.77,False
2018/8/13-9,9.91,False
2018/8/13-10,11.48,False
2018/8/13-11,17.6,False
2018/8/13-12,17.500000000000004,False
2018/8/13-13,10.069999999999999,False
2018/8/13-14,11.74,False
2018/8/13-15,3.24,False
2018/8/13-16,1.08,False
2018/8/13-17,6.0600000000000005,False
2018/8/13-18,10.85,False
2018/8/13-19,4.550000000000001,False
2018/8/10-12,12.74,False
2018/8/21-13,7.6,False
2018/8/21-14,14.540000000000001,False
2018/8/21-15,22.47,False
2018/8/21-16,6.890000000000001,False
2018/8/13-21,2.72,False
2018/8/13-22,1.8,False
2018/8/13-23,1.84,False
2018/8/14-6,6.9799999999999995,False
2018/8/14-7,5.77,False
2018/8/14-8,1.12,False
2018/8/14-10,0.24,False
2018/8/14-11,2.89,False
2018/8/14-12,12.57,False
2018/8/14-13,16.37,False
2018/8/15-19,19.9,False
2018/8/15-20,23.72,False
2018/8/4-14,21.900000000000002,False
2018/8/15-21,13.809999999999999,False
2018/8/15-22,10.93,False
2018/8/15-23,5.94,False
2018/8/16-6,7.89,False
2018/8/16-7,9.31,False
2018/8/16-8,9.45,False
2018/8/16-9,4.19,False
2018/8/16-10,3.43,False
2018/8/16-11,8.09,False
2018/8/16-12,12.219999999999999,False
2018/8/16-13,8.120000000000001,False
2018/8/16-14,3.23,False
2018/8/16-15,2.5999999999999996,False
2018/8/16-16,6.49,False
2018/8/16-17,13.079999999999998,False
2018/8/16-18,15.32,False
2018/8/16-19,10.63,False
2018/8/16-20,19.37,False
2018/8/16-21,12.34,False
2018/8/16-22,5.73,False
2018/8/16-23,5.73,False
2018/8/17-6,2.38,False
2018/8/17-7,5.72,False
2018/8/17-8,11.870000000000001,False
2018/8/17-9,8.98,False
2018/8/17-10,7.72,False
2018/8/17-11,9.059999999999999,False
2018/8/4-15,6.52,False
2018/8/4-16,3.7800000000000002,False
2018/8/10-13,2.67,False
2018/8/10-14,3.6999999999999997,False
2018/8/10-15,2.06,False
2018/8/10-16,1.25,False
2018/8/10-17,16.19,False
2018/8/10-18,17.869999999999997,False
2018/8/21-17,3.61,False
2018/8/21-18,5.86,False
2018/8/21-19,1.26,False
2018/8/4-17,1.23,False
2018/8/4-18,7.8100000000000005,False
2018/8/4-19,9.34,False
2018/8/4-20,0.69,False
2018/8/21-20,6.67,False
2018/8/21-21,11.35,False
2018/8/21-22,11.35,False
2018/8/21-23,11.35,False
2018/8/10-19,15.149999999999999,False
2018/8/10-20,15.55,False
2018/8/10-21,6.45,False
2018/8/10-22,1.97,False
2018/8/11-9,9.46,False
2018/8/11-10,10.72,False
2018/8/11-11,10.91,False
2018/8/11-12,9.71,False
2018/8/11-13,11.07,False
2018/8/11-14,8.040000000000001,False
2018/8/11-15,6.890000000000001,False
2018/8/11-16,3.22,False
2018/8/11-17,0.37,False
2018/8/11-18,8.06,False
2018/8/11-19,14.049999999999999,False
2018/8/11-20,21.2,False
2018/8/5-8,4.63,True
2018/8/5-9,6.04,True
2018/8/5-10,1.4300000000000002,True
2018/8/5-11,13.66,True
2018/8/5-12,16.09,True
2018/8/22-6,3.82,False
2018/8/22-7,5.73,False
2018/8/22-8,3.8299999999999996,False
2018/8/22-9,11.77,False
2018/8/22-10,11.13,False
2018/8/22-11,14.7,False
2018/8/5-13,12.0,True
2018/8/5-14,5.67,True
2018/8/5-15,3.51,True
2018/8/5-16,3.21,True
2018/8/5-17,6.2,True
2018/8/22-12,23.049999999999997,False
2018/8/6-7,3.84,False
2018/8/6-8,5.76,False
2018/8/6-9,2.55,False
2018/8/6-10,1.32,False
2018/8/6-11,0.68,False
2018/8/6-12,4.62,False
2018/8/6-13,4.29,False
2018/8/6-14,2.86,False
2018/8/6-15,0.7,False
2018/8/6-16,8.01,False
2018/8/6-17,17.799999999999997,False
2018/8/6-18,24.94,False
2018/8/6-19,12.750000000000002,False
2018/8/6-20,2.77,False
2018/8/6-21,0.43,False
2018/8/6-23,5.69,False
2018/8/22-13,12.69,False
2018/8/22-14,25.67,False
2018/8/22-15,11.39,False
2018/9/5-13,13.35,False
2018/9/5-14,21.240000000000002,False
2018/9/5-15,inf,False
2018/8/26-11,2.9299999999999997,True
2018/8/24-13,10.11,False
2018/8/26-12,3.24,True
2018/8/26-13,8.11,True
2018/9/5-16,2.28,False
2018/8/30-17,4.46,False
2018/8/30-18,9.26,False
2018/8/30-19,6.58,False
2018/8/30-20,2.44,False
2018/8/24-14,6.38,False
2018/8/24-15,5.89,False
2018/8/24-17,3.09,False
2018/8/24-18,20.27,False
2018/8/24-19,33.589999999999996,False
2018/8/24-20,16.77,False
2018/8/24-21,7.459999999999999,False
2018/8/24-22,5.91,False
2018/8/24-23,5.91,False
2018/8/25-7,7.43,False
2018/8/25-8,11.14,False
2018/8/25-9,8.75,False
2018/8/25-10,12.81,False
2018/8/25-11,16.189999999999998,False
2018/8/25-12,18.14,False
2018/8/28-17,3.92,False
2018/8/25-13,22.81,False
2018/8/25-14,25.470000000000002,False
2018/8/25-15,25.64,False
2018/8/25-16,8.74,False
2018/8/25-17,11.06,False
2018/8/25-18,16.810000000000002,False
2018/8/25-19,15.27,False
2018/8/25-20,16.82,False
2018/8/25-21,14.7,False
2018/8/25-22,14.64,False
2018/8/25-23,2.54,False
2018/8/26-8,3.62,True
2018/8/26-9,8.85,True
2018/8/26-10,5.3,True
2018/9/2-14,6.64,True
2018/9/2-15,13.41,True
2018/9/2-16,11.58,True
2018/9/2-17,4.66,True
2018/8/28-18,7.48,False
2018/9/10-11,12.48,False
2018/9/10-12,9.740000000000002,False
2018/9/10-13,7.6000000000000005,False
2018/8/28-19,9.559999999999999,False
2018/9/10-14,9.82,False
2018/9/2-18,8.46,True
2018/9/2-19,9.84,True
2018/9/2-20,7.1899999999999995,True
2018/9/2-21,0.72,True
2018/9/3-8,0.14,False
2018/9/3-9,2.73,False
2018/9/3-10,10.01,False
2018/9/3-11,23.560000000000002,False
2018/9/3-12,31.61,False
2018/9/3-13,21.69,False
2018/9/3-14,11.89,False
2018/9/3-15,6.92,False
2018/9/3-16,0.97,False
2018/9/3-18,6.2,False
2018/9/3-19,3.67,False
2018/9/3-20,2.82,False
2018/9/4-6,1.11,False
2018/9/4-7,10.08,False
2018/9/4-8,21.65,False
2018/9/4-9,15.09,False
2018/9/4-10,11.86,False
2018/9/4-11,7.11,False
2018/9/4-12,3.98,False
2018/9/4-14,5.02,False
2018/9/4-15,5.5600000000000005,False
2018/9/4-16,6.35,False
2018/9/4-17,3.59,False
2018/9/4-18,1.93,False
2018/9/4-19,7.27,False
2018/9/4-20,8.870000000000001,False
2018/9/4-21,12.020000000000001,False
2018/9/4-22,11.13,False
2018/9/4-23,11.13,False
2018/9/5-7,6.02,False
2018/9/5-8,10.54,False
2018/9/5-9,5.029999999999999,False
2018/9/5-10,2.15,False
2018/9/5-11,3.12,False
2018/9/5-12,11.36,False
2018/9/7-20,21.3,False
2018/9/7-21,9.04,False
2018/9/10-15,6.92,False
2018/9/10-16,5.86,False
2018/9/10-17,4.65,False
2018/9/5-18,2.0,False
2018/8/28-20,13.6,False
2018/8/31-5,4.67,False
2018/8/31-6,5.43,False
2018/8/31-7,5.77,False
2018/8/31-8,4.39,False
2018/9/5-19,5.19,False
2018/8/31-9,7.049999999999999,False
2018/9/10-18,5.640000000000001,False
2018/9/10-19,15.799999999999999,False
2018/8/26-14,8.19,True
2018/8/31-10,9.11,False
2018/8/31-11,14.97,False
2018/9/6-6,5.18,False
2018/9/6-7,13.8,False
2018/8/28-21,12.18,False
2018/8/28-22,9.73,False
2018/8/26-15,3.35,True
2018/8/31-12,17.080000000000002,False
2018/8/31-13,17.23,False
2018/8/31-14,8.9,False
2018/8/31-15,3.04,False
2018/8/31-16,0.85,False
2018/8/31-17,27.95,False
2018/8/31-18,19.13,False
2018/8/31-19,12.68,False
2018/8/31-20,7.75,False
2018/9/1-7,0.13,False
2018/9/1-8,0.56,False
2018/9/1-9,3.08,False
2018/9/1-10,2.5,False
2018/9/1-11,0.82,False
2018/9/1-12,8.14,False
2018/9/1-13,10.79,False
2018/9/1-14,6.8100000000000005,False
2018/9/1-15,2.91,False
2018/9/1-16,2.28,False
2018/9/1-17,5.54,False
2018/9/1-18,7.449999999999999,False
2018/9/1-19,11.52,False
2018/9/1-20,10.370000000000001,False
2018/9/2-9,1.7700000000000002,True
2018/9/2-10,17.400000000000002,True
2018/9/2-11,10.19,True
2018/9/2-12,3.9699999999999998,True
2018/9/2-13,2.6399999999999997,True
2018/9/8-7,0.05,False
2018/9/8-8,5.12,False
2018/9/8-9,2.96,False
2018/9/6-8,7.3,False
2018/9/6-9,11.579999999999998,False
2018/9/10-20,9.16,False
2018/9/10-21,6.64,False
2018/9/10-22,5.85,False
2018/9/10-23,5.85,False
2018/9/11-6,4.58,False
2018/9/11-7,7.99,False
2018/9/11-8,12.200000000000001,False
2018/9/11-9,3.2199999999999998,False
2018/9/11-10,6.63,False
2018/9/11-11,14.819999999999999,False
2018/9/11-12,7.579999999999999,False
2018/9/11-13,15.26,False
2018/9/11-14,8.42,False
2018/9/11-15,5.31,False
2018/9/11-16,3.65,False
2018/9/11-17,2.65,False
2018/9/11-18,8.64,False
2018/9/11-19,inf,False
2018/9/11-20,4.88,False
2018/9/12-6,2.69,False
2018/9/12-7,4.63,False
2018/9/12-8,0.3,False
2018/9/12-9,10.399999999999999,False
2018/9/12-10,12.079999999999998,False
2018/9/12-11,8.06,False
2018/9/12-12,15.21,False
2018/9/12-13,6.06,False
2018/9/12-14,4.4,False
2018/9/12-15,3.86,False
2018/9/12-16,8.3,False
2018/9/6-10,4.19,False
2018/8/26-16,9.68,True
2018/8/26-17,7.539999999999999,True
2018/8/26-18,8.92,True
2018/8/26-19,8.770000000000001,True
2018/9/6-11,5.82,False
2018/9/6-12,17.28,False
2018/9/6-13,14.06,False
2018/8/28-23,5.89,False
2018/8/29-6,1.35,False
2018/8/29-7,6.8100000000000005,False
2018/8/29-8,10.440000000000001,False
2018/8/29-9,11.56,False
2018/9/6-14,11.9,False
2018/9/6-15,3.02,False
2018/9/6-19,2.67,False
2018/9/6-20,7.449999999999999,False
2018/9/6-21,3.68,False
2018/9/7-7,6.68,False
2018/9/7-8,2.78,False
2018/9/7-9,8.45,False
2018/9/7-10,14.190000000000001,False
2018/9/7-11,15.47,False
2018/9/7-12,21.459999999999997,False
2018/9/7-13,22.029999999999998,False
2018/9/7-14,10.280000000000001,False
2018/9/7-15,8.530000000000001,False
2018/9/7-16,5.43,False
2018/9/7-17,14.950000000000001,False
2018/9/7-18,16.650000000000002,False
2018/9/7-19,23.85,False
2018/9/8-10,2.74,False
2018/9/8-11,11.079999999999998,False
2018/9/8-12,6.06,False
2018/9/7-22,0.41,False
2018/8/29-10,7.859999999999999,False
2018/8/29-11,13.649999999999997,False
2018/8/26-20,6.73,True
2018/8/26-21,3.23,True
2018/8/27-8,7.78,False
2018/8/27-9,21.01,False
2018/8/27-10,18.77,False
2018/8/29-12,25.34,False
2018/8/29-13,16.69,False
2018/8/29-14,2.66,False
2018/8/27-11,6.65,False
2018/8/27-12,1.23,False
2018/8/29-15,0.2,False
2018/8/29-16,6.98,False
2018/8/29-17,8.969999999999999,False
2018/8/29-18,13.25,False
2018/8/29-19,16.58,False
2018/8/29-20,4.11,False
2018/8/30-6,3.42,False
2018/8/30-7,11.17,False
2018/8/30-8,8.43,False
2018/8/30-9,13.459999999999997,False
2018/8/30-10,12.28,False
2018/8/30-11,9.03,False
2018/8/30-12,6.7700000000000005,False
2018/8/30-13,4.65,False
2018/8/30-14,2.04,False
2018/8/30-15,3.29,False
2018/8/30-16,6.39,False
2018/8/27-13,9.69,False
2018/8/27-14,10.67,False
2018/8/27-15,7.16,False
2018/8/27-16,5.46,False
2018/8/27-17,2.35,False
2018/8/27-18,5.02,False
2018/8/27-19,12.18,False
2018/8/27-20,9.22,False
2018/8/27-21,5.78,False
2018/8/27-22,5.78,False
2018/8/27-23,11.11,False
2018/8/28-6,0.29,False
2018/8/28-7,5.79,False
2018/8/28-8,10.5,False
2018/8/28-9,10.04,False
2018/8/28-10,6.88,False
2018/8/28-11,5.77,False
2018/8/28-12,1.78,False
2018/8/28-13,5.39,False
2018/8/28-14,2.14,False
2018/8/28-15,11.43,False
2018/8/28-16,11.200000000000001,False
2018/9/8-13,9.16,False
2018/9/8-14,18.06,False
2018/9/8-15,15.25,False
2018/9/8-16,6.95,False
2018/9/8-17,7.540000000000001,False
2018/9/8-18,11.530000000000001,False
2018/9/8-19,11.370000000000001,False
2018/9/8-20,13.1,False
2018/9/8-21,13.66,False
2018/9/8-22,1.22,False
2018/9/9-8,3.75,True
2018/9/9-9,13.760000000000002,True
2018/9/9-10,11.47,True
2018/9/9-11,10.05,True
2018/9/9-12,13.819999999999999,True
2018/9/9-13,8.19,True
2018/9/9-14,15.229999999999999,True
2018/9/9-15,8.219999999999999,True
2018/9/9-16,8.5,True
2018/9/9-17,9.0,True
2018/9/9-18,6.51,True
2018/9/9-19,1.54,True
2018/9/9-20,5.91,True
2018/9/9-21,5.91,True
2018/9/9-22,5.91,True
2018/9/9-23,5.91,True
2018/9/10-7,0.33,False
2018/9/10-8,8.92,False
2018/9/10-9,11.39,False
2018/9/10-10,9.33,False
2018/9/24-16,7.33,False
2018/9/24-17,12.83,False
2018/9/24-18,9.86,False
2018/9/24-19,20.48,False
2018/9/24-20,15.17,False
2018/9/14-19,15.71,False
2018/9/14-21,2.23,False
2018/9/14-22,3.18,False
2018/9/14-23,0.19,False
2018/9/24-21,5.989999999999999,False
2018/9/28-10,13.99,False
2018/9/28-11,18.430000000000003,False
2018/9/15-10,3.2800000000000002,False
2018/9/15-11,9.39,False
2018/9/15-12,4.93,False
2018/9/17-17,7.51,False
2018/9/17-18,7.23,False
2018/9/28-12,23.56,False
2018/9/24-22,5.93,False
2018/9/24-23,5.93,False
2018/9/15-13,10.36,False
2018/9/25-6,7.84,False
2018/9/25-7,7.01,False
2018/9/28-13,25.68,False
2018/9/28-14,18.89,False
2018/9/26-13,12.729999999999999,False
2018/9/26-14,11.33,False
2018/9/26-15,13.7,False
2018/9/26-16,19.0,False
2018/9/26-17,26.02,False
2018/9/26-18,24.630000000000006,False
2018/9/20-11,13.21,False
2018/9/20-12,12.149999999999999,False
2018/9/25-8,9.34,False
2018/9/25-9,10.32,False
2018/9/25-10,5.17,False
2018/9/25-11,1.24,False
2018/9/25-12,2.39,False
2018/9/25-13,8.819999999999999,False
2018/9/25-14,8.47,False
2018/9/25-15,10.340000000000002,False
2018/9/25-16,12.82,False
2018/9/25-17,6.739999999999999,False
2018/9/25-18,8.68,False
2018/9/25-19,7.4399999999999995,False
2018/9/25-20,5.2700000000000005,False
2018/9/25-21,4.7,False
2018/9/25-22,2.8,False
2018/9/26-6,1.45,False
2018/9/26-7,5.79,False
2018/9/26-8,10.67,False
2018/9/26-9,9.43,False
2018/9/26-10,12.81,False
2018/9/26-11,14.21,False
2018/9/22-9,7.75,False
2018/9/26-12,6.52,False
2018/9/17-19,6.09,False
2018/9/17-20,7.2299999999999995,False
2018/9/17-21,4.55,False
2018/9/15-14,19.57,False
2018/9/17-22,0.58,False
2018/9/22-11,4.51,False
2018/9/22-12,11.56,False
2018/9/22-13,7.16,False
2018/9/20-13,10.05,False
2018/9/20-14,6.43,False
2018/9/18-5,1.2,False
2018/9/18-6,14.9,False
2018/9/18-7,8.67,False
2018/9/28-15,4.720000000000001,False
2018/9/28-16,5.46,False
2018/9/15-15,6.89,False
2018/9/15-16,4.95,False
2018/9/15-17,11.92,False
2018/9/15-18,10.790000000000001,False
2018/9/15-19,8.5,False
2018/9/15-20,11.08,False
2018/9/15-21,12.580000000000002,False
2018/9/15-22,5.79,False
2018/9/15-23,3.2399999999999998,False
2018/9/16-8,2.66,True
2018/9/16-9,2.71,True
2018/9/16-10,6.23,True
2018/9/16-11,7.26,True
2018/9/16-12,15.99,True
2018/9/16-13,8.54,True
2018/9/16-14,8.58,True
2018/9/16-15,6.89,True
2018/9/16-16,12.360000000000001,True
2018/9/16-17,20.57,True
2018/9/16-18,22.91,True
2018/9/16-19,7.24,True
2018/9/17-8,0.33,False
2018/9/17-9,0.24,False
2018/9/17-10,3.21,False
2018/9/17-11,10.68,False
2018/9/17-12,5.87,False
2018/9/17-13,2.24,False
2018/9/17-14,8.1,False
2018/9/17-15,4.73,False
2018/9/17-16,9.69,False
2018/9/12-17,10.38,False
2018/9/12-18,17.0,False
2018/9/20-15,13.76,False
2018/9/20-16,22.509999999999998,False
2018/9/12-19,3.23,False
2018/9/18-8,5.46,False
2018/9/20-17,20.63,False
2018/9/22-14,13.39,False
2018/9/18-12,0.7,False
2018/9/18-13,4.87,False
2018/9/20-18,16.69,False
2018/9/20-19,27.84,False
2018/9/20-20,28.46,False
2018/9/20-21,19.45,False
2018/9/21-6,8.71,False
2018/9/21-7,8.51,False
2018/9/21-8,7.6,False
2018/9/21-9,4.68,False
2018/9/21-10,8.02,False
2018/9/21-11,14.1,False
2018/9/21-12,12.52,False
2018/9/21-13,6.34,False
2018/9/21-14,14.73,False
2018/9/21-15,9.59,False
2018/9/21-16,2.6500000000000004,False
2018/9/21-17,3.61,False
2018/9/21-18,12.549999999999999,False
2018/9/21-19,19.8,False
2018/9/21-20,4.58,False
2018/9/21-21,6.029999999999999,False
2018/9/21-22,2.97,False
2018/9/21-23,2.2,False
2018/9/22-6,1.31,False
2018/9/22-7,12.65,False
2018/9/22-8,2.5700000000000003,False
2018/9/22-15,13.61,False
2018/9/18-14,2.26,False
2018/9/12-20,1.24,False
2018/9/26-19,8.22,False
2018/9/26-20,0.72,False
2018/9/26-21,1.38,False
2018/9/26-22,5.9,False
2018/9/26-23,5.9,False
2018/9/27-6,1.94,False
2018/9/27-7,5.82,False
2018/9/27-8,2.29,False
2018/9/27-9,5.98,False
2018/9/27-10,24.12,False
2018/9/27-11,14.47,False
2018/9/27-12,21.78,False
2018/9/27-13,19.560000000000002,False
2018/9/27-14,14.95,False
2018/9/27-15,12.1,False
2018/9/27-16,2.9099999999999997,False
2018/9/27-17,9.799999999999999,False
2018/9/27-18,17.39,False
2018/9/27-19,11.520000000000001,False
2018/9/27-20,8.26,False
2018/9/27-21,5.9,False
2018/9/27-22,5.9,False
2018/9/27-23,5.9,False
2018/9/28-6,4.77,False
2018/9/28-7,6.510000000000001,False
2018/9/28-8,10.25,False
2018/9/28-9,11.700000000000001,False
2018/9/22-16,9.42,False
2018/9/28-17,20.35,False
2018/9/28-18,33.080000000000005,False
2018/9/28-19,18.5,False
2018/9/28-20,4.92,False
2018/9/18-15,4.52,False
2018/9/22-17,3.2199999999999998,False
2018/9/22-18,8.870000000000001,False
2018/9/12-21,3.83,False
2018/9/12-22,5.89,False
2018/9/12-23,5.89,False
2018/9/13-6,7.58,False
2018/9/13-7,6.79,False
2018/9/13-8,8.76,False
2018/9/13-9,4.65,False
2018/9/18-16,4.25,False
2018/9/18-17,14.190000000000001,False
2018/9/13-10,3.21,False
2018/9/18-18,19.060000000000002,False
2018/9/13-11,9.379999999999999,False
2018/9/22-19,4.35,False
2018/9/13-12,16.779999999999998,False
2018/9/28-21,5.93,False
2018/9/29-1,0.2,False
2018/9/29-2,1.36,False
2018/9/29-3,1.22,False
2018/9/29-4,4.29,False
2018/9/29-5,4.29,False
2018/9/29-6,2.04,False
2018/9/29-8,2.98,False
2018/9/29-9,12.44,False
2018/9/29-10,21.39,False
2018/9/29-11,21.79,False
2018/9/29-12,11.54,False
2018/9/29-13,3.54,False
2018/9/29-14,1.29,False
2018/9/29-15,4.01,False
2018/9/29-16,0.83,False
2018/9/29-17,3.32,False
2018/9/29-18,6.84,False
2018/9/29-19,12.39,False
2018/9/29-20,10.75,False
2018/9/29-21,1.01,False
2018/9/29-22,3.59,False
2018/9/30-9,1.74,True
2018/9/30-10,4.74,True
2018/9/30-11,17.79,True
2018/9/30-12,12.23,True
2018/9/30-13,5.99,True
2018/9/30-14,1.8199999999999998,True
2018/9/30-15,14.11,True
2018/9/30-16,12.579999999999998,True
2018/9/30-17,9.91,True
2018/9/22-20,0.17,False
2018/9/23-7,0.46,True
2018/9/23-8,14.76,True
2018/9/23-9,15.06,True
2018/9/23-10,15.78,True
2018/9/23-11,9.61,True
2018/9/18-19,13.54,False
2018/9/18-20,12.25,False
2018/9/18-21,7.14,False
2018/9/18-22,1.07,False
2018/9/23-12,5.3,True
2018/9/23-13,13.139999999999999,True
2018/9/23-14,12.33,True
2018/9/19-6,4.2,False
2018/9/19-7,9.030000000000001,False
2018/9/19-8,13.37,False
2018/9/23-15,11.87,True
2018/9/23-16,3.41,True
2018/9/19-9,15.54,False
2018/9/19-10,13.920000000000002,False
2018/9/19-11,7.55,False
2018/9/19-12,7.78,False
2018/9/19-13,7.18,False
2018/9/23-17,10.540000000000001,True
