y_test,y_hat
1.0174354,1.7684187
0.0,1.2647328
3.7800255,0.97351307
4.2499747,0.8150907
0.0,0.7590329
0.0,0.80628026
0.0,0.98686993
0.0,1.3614417
0.101555556,2.0277174
7.335135,3.1252294
16.441925,4.8129034
41.025467,7.1713037
41.025467,10.042713
31.284258,12.990944
25.57288,15.496858
19.615082,17.161093
20.513252,17.724049
27.720161,17.062212
25.853388,15.245984
24.38866,12.545652
6.3589234,9.433246
1.8078023,6.516166
0.0,4.2527304
6.2729387,2.7413921
0.0,1.8227308
1.6272868,1.2876307
6.1023254,0.98291284
0.1423876,0.81825984
0.0,0.7591097
0.0,0.8069066
0.0,0.99635285
0.0,1.3981427
1.7372222,2.1279047
7.8709393,3.3510718
14.314294,5.246286
24.837086,7.8694344
37.821938,10.974566
31.700348,14.038808
10.317432,16.537395
12.925364,18.129173
11.031488,18.614765
9.424033,17.90467
12.633911,16.067282
13.298762,13.33207
5.731765,10.115644
21.215036,7.0169277
10.255679,4.5558867
5.7422795,2.896376
5.7422795,1.893638
5.7422795,1.3189814
5.7422795,0.9970241
5.7422795,0.82427776
5.7422795,0.76099133
5.7422795,0.80890346
5.7422795,1.0079657
5.7422795,1.4405499
14.708344,2.2429993
16.90551,3.6086936
24.818996,5.7295327
27.569569,8.615749
22.731554,11.917587
14.834049,15.041617
13.932674,17.487358
31.440899,18.985712
22.79364,19.397326
5.424827,18.66165
21.30907,16.838196
11.16504,14.111314
27.51493,10.834286
37.139996,7.5785847
16.861774,4.915971
16.228985,3.089246
14.429854,1.9854429
9.648002,1.3612999
5.89712,1.0172688
8.900346,0.8340905
8.900346,0.7653843
8.900346,0.81279117
7.8330207,1.0221056
4.7419357,1.4891608
4.7419357,2.373849
5.1718793,3.8980598
16.947495,6.2560554
38.744778,9.390065
38.440212,12.841446
22.91224,15.972489
36.160114,18.332588
28.305908,19.729177
14.845754,20.077991
15.944595,19.341255
31.60582,17.563944
34.257584,14.883892
41.025467,11.588243
30.063288,8.205029
25.636621,5.3418655
8.830641,3.328457
9.970623,2.1033716
4.4732256,1.4172736
11.81232,1.4215664
11.81232,1.0058914
11.81232,0.79628325
11.81232,0.75233
11.81232,0.9100142
11.81232,1.3750492
11.81232,2.3271434
11.81232,4.015898
12.606684,6.670721
17.550236,10.228547
32.684025,14.110354
41.025467,17.534662
41.025467,20.064053
41.025467,21.666473
41.025467,22.42914
30.436785,22.374321
38.080025,21.456581
41.025467,19.61852
24.245249,16.840805
14.078741,13.277848
11.81232,9.457547
11.81232,6.127552
11.81232,3.7434406
2.113117,2.2803166
0.0,1.0450885
6.108511,0.8486232
0.0,0.77297544
0.0,0.819042
0.0,1.0389991
0.0,1.5440005
2.0651283,2.5200331
7.143391,4.215813
14.155157,6.8130255
37.52421,10.166525
24.230648,13.71634
22.114254,16.811045
27.45196,19.06668
28.333496,20.363832
15.434668,20.665981
24.859026,19.95232
28.057926,18.24952
20.085875,15.649544
5.8369956,12.374143
13.946827,8.89643
5.6818852,5.840482
0.0,3.622677
0.0,2.2533264
0.0,1.489945
0.0,1.0820304
0.0,0.86882085
0.0,0.78445864
0.0,0.8280961
0.0,1.0586759
0.0,1.6044302
0.0,2.6792784
0.0,4.554301
3.786515,7.3814154
24.981056,10.916252
22.889408,14.516137
16.67912,17.54405
7.703965,19.68933
11.901102,20.89726
7.5395174,21.171225
16.740955,20.502748
18.443426,18.89858
14.121995,16.40686
2.8859513,13.186589
4.455028,9.648964
10.374384,6.4155054
0.695419,3.9801629
0.0,2.441927
3.3688138,1.5828797
0.61108845,1.4302343
6.1108847,0.98636436
2.261027,0.7721178
0.0,0.7215225
0.0,0.8296128
0.0,1.1323652
6.829398,1.6988106
3.2751482,2.6279874
5.730467,4.040107
13.676538,6.0363274
26.067162,8.596158
25.722244,11.462456
13.400445,14.179947
15.5674515,16.299402
12.954314,17.5056
10.044872,17.603935
14.610728,16.526249
21.789917,14.379134
27.298546,11.491196
20.465012,8.418227
6.9678435,5.739447
0.57925,3.7603903
0.0,2.4598835
0.0,1.6605146
0.0,1.1947957
0.0,0.9347644
0.0,0.8226571
0.0,0.8440817
0.0,1.0215255
0.0,1.4103546
0.0,2.0981722
11.36323,3.202702
21.530386,4.8538957
24.93145,7.1288643
28.154104,9.929228
29.749336,12.909592
25.284367,15.602219
26.289822,17.623943
18.81208,18.728498
20.561028,18.750189
32.58955,17.615648
23.23281,15.399867
14.810803,12.379664
16.260283,9.090279
10.9051075,6.1659
6.0773687,3.9876835
1.1141841,2.564526
0.0,1.7040263
0.0,1.2095104
0.0,0.93562853
4.4740386,0.81592363
1.8709614,0.8344765
0.0,1.017934
0.0,1.4315915
5.51939,2.1801505
5.33762,3.406276
21.491104,5.2643642
22.649303,7.8241925
25.642658,10.912068
31.279657,14.074541
24.882643,16.802229
29.784714,18.76
20.973003,19.77334
29.795593,19.724712
41.025467,18.556025
28.90454,16.318842
26.430717,13.229359
10.086323,9.774892
5.469709,6.6247344
10.902436,4.2428727
7.5644426,2.6855512
0.0,1.7545648
0.0,1.2271295
0.0,0.93700093
0.0,0.8077297
0.0,0.82145953
0.0,1.0093998
0.0,1.4481267
0.0,2.2621033
3.6213229,3.6225731
10.81441,5.708026
31.366228,8.5652275
32.441814,11.9183855
40.052727,15.204283
41.025467,17.904009
36.298325,19.75712
19.886494,20.665726
9.291076,20.556282
10.181746,19.38036
8.247714,17.162832
8.892509,14.056254
15.282282,10.482124
16.428343,7.123949
6.2290483,4.532081
3.2568767,2.827033
5.8143396,1.8155819
5.8143396,1.2498336
1.3566793,0.9404241
0.0,0.79920536
0.0,0.8057013
0.0,0.9959781
1.7283607,1.459229
5.9877048,2.3423772
7.8915215,3.848376
19.174664,6.17659
25.023397,9.330799
24.019926,12.911699
15.184841,16.260084
12.260343,18.882563
28.13971,20.608637
37.53694,21.412954
19.84532,21.258942
12.74877,20.102102
18.287209,17.939182
36.476284,14.861527
17.587133,11.213681
14.017284,7.6691318
11.618091,4.8620706
10.249287,2.9939847
7.726736,1.8900092
0.0,1.2794089
0.0,0.94721377
0.0,0.79140544
0.0,0.7878863
0.0,0.9776719
0.0,1.4638354
0.0,2.4183304
5.9158444,4.077934
19.782911,6.656223
22.168758,10.092373
11.416493,13.853285
20.772886,17.21026
26.716812,19.724548
30.204243,21.318085
26.181452,22.028637
18.467657,21.849262
24.99258,20.735006
18.69513,18.654692
21.018478,15.644168
13.287075,11.967126
6.6436405,8.262379
0.0,5.2377872
0.0,3.1906302
1.1955425,1.9803016
4.929971,1.0799134
4.929971,0.81066716
3.878244,0.6759499
0.0,0.6617332
0.0,0.7900752
0.0,1.1071491
3.7375,1.6806505
3.2803063,2.5982792
5.4860225,3.960439
13.606703,5.850885
17.534824,8.261826
12.332613,10.997862
14.49662,13.676673
19.65326,15.876964
25.458855,17.271088
8.261929,17.635366
10.210413,16.852125
34.118816,14.965639
19.658705,12.242196
13.172488,9.191506
10.247855,6.4062414
5.1053305,4.263143
0.0,2.8095405
1.425341,1.8960308
0.0,1.2659005
0.0,0.99363
0.0,0.87506616
0.0,0.8937945
0.0,1.0747782
0.0,1.4804622
5.177538,2.2119431
11.562728,3.4088185
20.365093,5.226401
23.529305,7.7448897
25.213203,10.80949
32.36667,13.978235
38.950954,16.734137
36.248566,18.72709
30.812029,19.775082
16.756308,19.758331
26.589817,18.61567
31.425508,16.396942
15.102976,13.316103
4.347672,9.858839
5.9862437,6.7014
4.173765,4.3145227
0.0,2.7550492
0.0,1.8232535
0.0,1.3208001
0.0,1.0422807
0.0,0.901621
0.0,0.8705925
0.0,0.9563757
0.0,1.1899388
3.9857783,1.6230683
11.887516,2.326172
13.099142,3.3815105
13.862928,4.862549
11.827854,6.7842994
16.261456,9.026892
14.185364,11.295828
22.251844,13.188707
20.741283,14.306428
20.09878,14.317556
16.275524,13.061826
18.54688,10.741076
14.181274,7.9625273
10.9144535,5.4243827
12.933142,3.511583
12.267201,2.2375169
6.7881823,1.4434316
5.9208474,0.9639941
5.9208474,0.628326
5.9208474,0.43791196
5.9208474,0.36365497
5.9208474,0.41190732
5.9208474,0.62490255
2.881479,1.0857949
1.6194813,1.9243298
8.741236,3.3196642
20.944197,5.465244
30.307768,8.42348
32.96358,11.914641
24.347002,15.349427
28.311934,18.188078
33.90383,20.180159
40.316673,21.259373
29.507158,21.362404
22.701078,20.41133
11.229744,18.391794
13.137988,15.397678
17.827196,11.749929
17.092587,8.112294
11.381714,5.1688943
11.10216,3.1816738
4.8624616,2.002088
4.841593,1.3792448
4.841593,1.0425826
9.389849,0.88875073
8.116337,0.8921363
4.841593,1.0914912
4.841593,1.5869285
4.3773885,2.5473797
0.0,4.207328
3.6586666,6.7794538
10.348837,10.203924
27.29095,13.950448
28.788416,17.29346
40.175983,19.79525
29.577595,21.37842
25.943169,22.085676
33.638832,21.917923
25.774918,20.83486
9.395186,18.805872
6.55727,15.85884
10.550514,12.228958
14.538388,8.526071
11.526032,5.4651656
6.129551,3.3710783
6.129551,2.1238046
6.129551,1.438593
6.129551,1.0707814
6.129551,0.8992072
1.2872057,0.8926394
0.0,1.0947264
0.0,1.6214025
0.0,2.6703494
4.2874393,4.510759
3.194989,7.353577
7.0765114,11.041181
18.453623,14.905039
32.68717,18.190548
29.461231,20.545162
16.188168,21.982468
25.305336,22.598404
36.029778,22.418478
24.210955,21.401033
12.20254,19.48965
14.986815,16.663858
7.580899,13.075406
0.0,9.259534
4.024443,5.9750857
5.2492743,3.6634326
6.225883,2.2724676
10.576233,1.4852189
10.576233,1.0807557
10.576233,0.88962185
5.2847867,0.85234743
5.829499,0.9670183
9.833049,1.2705685
8.4923,1.8333246
10.944701,2.7588127
16.358152,4.1762667
33.53158,6.1951413
30.6675,8.788183
33.32592,11.670074
41.025467,14.355087
35.522682,16.378555
23.060925,17.41905
13.433065,17.288021
22.342726,15.95304
13.932586,13.584431
3.0427673,10.588194
0.0,7.5720997
1.1314286,5.0807395
2.0365713,3.323026
0.0,2.2046752
0.0,1.5294307
0.0,1.137946
0.0,0.9214723
0.0,0.832976
0.0,0.86364967
0.0,1.0376186
0.0,1.4099138
0.0,2.068774
7.629465,3.1374228
27.708015,4.759008
41.025467,7.02694
33.034706,9.84627
33.20904,12.851518
24.97139,15.544693
22.915144,17.518822
31.650818,18.510569
26.68122,18.350029
24.53879,16.991817
12.727141,14.570886
5.03511,11.442059
5.297759,8.204178
2.9841442,5.471066
0.0,3.5274355
2.6627808,2.3000116
5.9172907,1.5723857
5.9172907,1.1572621
10.881577,0.92983377
5.9172907,0.83604944
5.9172907,0.8662423
0.9467665,1.048614
0.32107845,1.4477366
12.913858,2.1688056
11.443039,3.360537
22.856056,5.1910954
31.18993,7.744313
41.025467,10.844482
32.97094,14.017002
18.126373,16.72883
16.82358,18.62737
13.745782,19.523064
24.177288,19.294569
27.431976,17.909836
20.15597,15.473792
9.568568,12.27332
0.71204656,8.862857
4.9785566,5.9036374
6.2231956,3.7659814
6.2231956,2.4162934
6.2231956,1.6262851
6.2231956,1.1824439
6.2231956,0.9414074
6.2231956,0.8407255
6.2231956,0.86946946
6.2231956,1.060398
6.2231956,1.4891614
6.8997545,2.280851
12.316709,3.6132119
29.05,5.67717
41.025467,8.527349
41.025467,11.879894
41.025467,15.155113
41.025467,17.821125
41.025467,19.605118
41.025467,20.39438
41.025467,20.111536
34.701046,18.731703
25.445011,16.32631
20.51763,13.110259
14.968604,9.571599
24.830193,6.3973036
17.497494,4.051209
11.194344,2.5602596
0.74641305,1.695068
0.0,1.2157936
0.0,0.9577041
0.0,0.8480871
0.0,0.8741012
0.0,1.0735177
1.5474516,1.534778
14.082732,2.406066
11.447083,3.8969393
20.445965,6.214453
30.067635,9.358798
41.025467,12.917972
27.698072,16.228685
26.772501,18.798079
26.937737,20.4461
17.681751,21.131416
11.668683,20.813353
10.18803,19.468145
19.188742,17.132544
20.134018,13.951858
22.809185,10.332967
24.985573,6.961061
10.568699,4.3933973
6.10569,2.7391047
6.10569,1.7827274
4.7511363,1.3615518
2.1855228,1.0578756
0.0,0.91932046
0.0,0.9251137
0.0,1.0921344
0.0,1.4691252
0.72868854,2.1337397
10.886136,3.1886482
19.168283,4.7468963
28.47661,6.883542
29.22733,9.536884
35.7499,12.426964
26.772474,15.126922
18.407618,17.24858
15.528923,18.528639
25.361713,18.787905
13.805104,17.92339
24.618576,15.96283
20.288013,13.125104
17.05744,9.886112
11.619727,6.873135
6.4501534,4.532028
9.635987,2.9482195
6.8383384,1.9663352
11.83136,1.2595218
15.056712,0.9801252
11.511063,0.8591371
8.703128,0.88082
6.246185,1.0883331
0.3955917,1.584779
0.0,2.544697
3.8494887,4.210678
19.518442,6.79393
25.980957,10.212829
24.442896,13.921211
30.1903,17.207075
41.025467,19.64691
35.989376,21.153524
25.372707,21.74656
16.176365,21.414476
15.32584,20.130081
14.205441,17.896116
15.766316,14.794543
16.47823,11.14473
3.9331014,7.600624
3.8128228,4.8022103
3.8128228,2.960441
3.8128228,1.8935053
3.8128228,1.3158593
3.8128228,1.0100245
3.8128228,0.8748378
3.8128228,0.8902436
3.8128228,1.1050065
3.8128228,1.6387849
4.037629,2.6954937
14.58919,4.5495553
31.727043,7.3992653
38.33641,11.057324
38.204098,14.854207
37.57838,18.068789
35.738903,20.364157
31.471363,21.736374
27.875223,22.254177
20.802807,21.928648
13.167674,20.72672
19.419342,18.619232
17.032148,15.632528
6.7093306,11.999568
2.007417,8.316975
0.687481,5.2857823
5.892694,3.2322555
9.898969,2.0321062
11.902106,1.3701243
11.902106,1.0353531
11.902106,0.8812925
11.902106,0.86208284
8.680766,0.98253626
6.009412,1.2824949
6.009412,1.8341393
10.648778,2.7441561
24.54817,4.146601
19.691713,6.1524096
29.66349,8.724317
38.71088,11.559074
41.025467,14.158763
40.96233,16.049976
37.049496,16.900187
36.815598,16.53116
28.398964,14.964951
32.979256,12.452977
20.237894,9.474821
26.030613,6.6432967
14.088146,4.415081
6.009412,2.8971677
6.009412,1.9500818
1.1017255,1.3822745
0.0,1.0523388
0.0,0.87052524
0.0,0.7999478
0.0,0.8368414
0.0,1.006949
0.0,1.3652576
1.2366308,2.0004735
18.142578,3.039314
30.505207,4.6321
38.531994,6.877265
38.35088,9.673089
19.573162,12.63792
16.466486,15.259882
17.774235,17.118479
17.960817,17.93357
21.025213,17.540358
20.127247,15.944975
20.777424,13.363361
28.579458,10.23408
22.871176,7.1802545
8.488384,4.7315483
5.2814126,3.0562716
3.7504375,2.0221524
3.4160156,1.4145416
3.4160156,1.0673004
3.4160156,0.877657
3.4160156,0.80346906
3.4160156,0.84079826
3.4160156,1.0194769
3.4160156,1.403726
5.8838716,2.0988972
8.829585,3.2569752
17.45835,5.052326
24.972315,7.5712657
26.480299,10.631283
17.34801,13.749126
20.976074,16.385578
24.16832,18.173443
15.409358,18.90017
17.900229,18.444359
19.837505,16.820303
24.217249,14.208815
18.423649,10.985641
22.891153,7.7500334
13.234582,5.0893593
9.360957,3.2463832
4.5455546,2.1128905
5.464427,1.4567776
0.0,1.1099802
0.0,0.9229068
0.0,0.8308391
0.0,0.81966376
0.0,0.9029161
0.0,1.1119646
0.781415,1.4947904
7.4122577,2.116391
12.765267,3.0559983
7.496375,4.390853
4.1066732,6.147453
15.064008,8.218484
14.592903,10.311676
12.689742,12.009275
5.9166665,12.888341
0.0,12.630812
0.0,11.186732
0.0,8.918301
0.0,6.4715285
2.9604506,4.3968577
6.1250706,2.9001038
6.1250706,1.9168257
6.1250706,1.2976913
6.1250706,0.913673
11.458529,0.6301373
12.16295,0.46193895
9.815005,0.39472628
6.0378785,0.44034657
6.0378785,0.6415331
6.0378785,1.0822743
8.545303,1.9004036
7.8791647,3.2946103
9.626909,5.474827
13.609457,8.478504
21.622816,11.960758
33.803226,15.299428
41.025467,17.975922
41.025467,19.751951
41.025467,20.528347
30.005816,20.212708
17.67932,18.770603
16.526445,16.292904
15.496321,13.019457
13.494848,9.443397
10.503622,6.244337
10.503622,3.8913977
10.503622,2.4178584
5.5974536,1.5849276
0.6292469,1.1537305
6.2924685,0.92490464
6.2924685,0.83153385
1.8248159,0.86637586
0.0,1.0745257
0.0,1.557924
2.5341094,2.4898887
11.758117,4.11197
12.490254,6.6303134
17.59575,9.959708
17.04099,13.572804
19.618967,16.785849
16.247482,19.172745
15.924911,20.610533
3.1786923,21.078863
3.0502472,20.55443
8.608546,19.0393
9.3755245,16.592484
10.845566,13.381512
18.442532,9.824193
9.359069,6.5673404
2.9991415,4.117508
2.1893733,2.5617428
1.580247,1.6785982
5.9259257,1.2031912
5.293827,0.95361286
0.0,0.849948
0.0,0.8819421
5.991163,1.3926653
5.991163,1.0699279
6.991163,0.9216811
6.8511624,0.9243529
5.991163,1.098173
5.991163,1.5009832
5.991163,2.2261584
15.329083,3.3992946
35.808666,5.157547
33.674522,7.575909
35.778084,10.531335
36.028225,13.637191
31.797386,16.406006
26.819324,18.481266
25.710287,19.670925
32.022957,19.850735
17.93476,18.94125
13.686232,16.95601
17.921057,14.057815
27.194021,10.664586
15.477258,7.4221506
5.991163,4.857539
5.991163,3.1151192
0.39941084,2.0440967
5.7842364,1.4266019
6.0886703,1.0822022
0.4870936,0.92229545
0.0,0.9200128
0.0,1.0993254
0.0,1.5285285
0.91116667,2.319461
7.5166826,3.6247942
32.229248,5.607354
35.620686,8.32913
29.010666,11.575507
30.268108,14.840282
24.415066,17.604143
29.88307,19.576992
23.188105,20.649479
16.974825,20.749775
23.30943,19.816774
22.901796,17.84634
25.261166,14.94296
13.609063,11.449955
6.4806643,8.006298
10.510251,5.2183275
1.0090955,3.3052082
5.0607886,2.1341715
5.953869,1.4664805
5.953869,1.096841
5.953869,0.9226806
5.953869,0.91304916
5.953869,1.0959026
5.179866,1.5513663
0.0,2.4126132
5.587121,3.8633358
12.256995,6.0912123
25.192886,9.1265335
19.731466,12.633923
31.476406,15.991349
41.025467,18.686474
41.025467,20.520834
30.40687,21.467285
12.70503,21.498846
8.001944,20.566187
16.051737,18.64499
27.332016,15.7844515
25.285147,12.245295
19.098566,8.632604
21.842505,5.623081
21.922611,3.5255072
15.365166,2.2409763
12.866689,1.5150046
9.675617,1.1156955
13.042067,0.92421323
7.9888406,0.9043546
6.9781957,1.0881246
6.9781957,1.5688137
8.776922,2.503792
17.04736,4.1109986
25.801981,6.5985465
28.67979,9.941927
36.269985,13.664428
41.025467,17.049837
40.134884,19.631004
24.967035,21.311487
23.209988,22.137346
35.970425,22.11729
12.283001,21.208029
18.744974,19.364063
19.534456,16.585306
18.968142,13.050104
14.5685425,9.304697
6.9781957,6.078637
11.74073,3.7822318
5.5543737,2.3684247
5.3915496,1.5744623
5.3915496,1.1403326
5.3915496,0.92813855
5.3915496,0.8947809
5.3915496,1.0760987
5.3915496,1.5797613
