value,prediction
24.18,10.784107
27.44,10.594628
20.16,10.326215
9.57,10.004647
0.71,9.657995
5.9199996,9.200177
4.98,9.075628
6.22,8.93582
6.22,8.762749
6.22,8.602511
5.9199996,8.522872
0.95,8.641381
0.32,8.907598
12.92,9.259482
11.440001,9.6490345
22.86,10.03994
31.2,10.402923
6.22,10.409122
6.22,10.146212
32.1,10.227291
32.1,10.457101
32.1,10.675212
32.1,10.808062
32.1,10.830705
32.1,10.74215
32.1,10.554362
25.44,10.287517
20.51,9.9669075
14.97,9.620299
6.22,9.154702
24.83,9.03212
17.49,8.892009
11.19,8.716678
0.75,8.553371
6.22,8.468175
6.22,8.58204
6.22,8.84418
6.9,9.192754
12.31,9.580166
29.04,9.970384
32.1,10.334213
0.0,10.394709
0.0,10.105169
32.1,10.17486
27.69,10.400921
26.769999,10.6179085
26.93,10.7512
17.69,10.775616
11.68,10.689744
10.190001,10.504951
19.19,10.240831
20.13,9.92222
22.82,9.576606
0.0,9.104398
24.99,8.9844055
10.57,8.844278
6.11,8.666983
6.11,8.500934
0.0,8.41055
0.0,8.519877
1.54,8.777753
14.09,9.122613
11.45,9.507353
20.44,9.896277
30.06,10.260328
4.75,10.15891
2.1899998,10.115058
29.240002,9.610969
32.1,9.605131
26.78,9.010155
18.41,8.6893835
15.52,9.298437
25.35,9.561479
13.81,9.647402
24.62,9.639959
20.29,9.58215
17.06,9.498552
0.0,9.408702
11.61,9.356234
6.45,9.04545
9.63,8.985328
6.84,8.589327
0.0,10.445307
0.0,10.463788
0.0,10.469569
0.73,10.477463
10.900001,10.48491
19.17,10.488886
28.48,10.47004
11.839999,9.900154
15.06,9.6196165
24.429998,9.760216
30.19,10.063937
32.1,10.347514
32.1,10.534652
25.39,10.601993
16.19,10.550014
15.33,10.391595
14.21,10.147548
15.7699995,9.843716
16.480001,9.508453
11.509999,9.036501
3.93,8.923955
3.81,8.787037
3.81,8.61009
3.81,8.442997
8.71,8.348696
6.25,8.454184
0.39999998,8.7079935
0.0,9.049001
3.86,9.430711
19.51,9.817859
25.970001,10.18159
3.81,9.329315
3.81,9.118997
32.1,9.54394
32.1,9.623151
32.1,9.784961
31.470001,9.920913
27.890001,9.969177
