value,prediction
20.1,11.545402
25.400002,11.750953
30.720001,11.562603
17.63,11.027218
19.05,10.157912
2.52,8.953796
0.0,7.4261503
0.0,0.6214983
0.0,4.200717
0.0,2.7941163
0.51,1.5581098
6.1200004,0.38297492
0.0,-0.4852099
0.0,0.0018287752
0.0,0.9662676
0.0,2.3263087
3.93,3.9250479
19.04,5.6305733
24.7,7.31758
6.1200004,0.72281635
6.1200004,-0.28438374
45.26,7.738514
36.07,9.729689
26.7,10.850181
29.109999,11.253633
26.92,11.191174
6.25,10.790812
0.0,10.09581
2.26,9.115036
0.92,7.8546386
7.38,6.3450594
6.1200004,0.20119865
9.38,3.5966487
5.91,2.371052
5.8900003,1.2112197
5.8900003,0.1452548
4.88,-0.5616705
0.0,0.08626097
0.0,1.1592029
7.75,2.58872
9.01,4.233024
13.5199995,5.9580464
28.029999,7.6120625
5.99,-0.48985723
5.99,-0.7048094
35.77,6.938112
36.02,8.690011
31.779999,9.907648
26.82,10.576778
25.71,10.7800865
32.01,10.58366
17.93,10.032835
13.669999,9.149851
17.92,7.9484067
27.19,6.4621644
6.99,0.15765765
15.469999,3.5187569
5.99,2.3201752
5.99,1.1517832
0.4,0.06112993
6.85,-0.7670887
5.99,-0.24959391
5.99,0.7172046
5.99,2.049653
15.33,3.6047318
0.0,5.2535644
33.68,6.8676972
9.429999,-0.21347566
10.2300005,-0.8024966
20.93,7.7663484
19.27,9.9589405
0.0,11.227229
14.4,11.700149
12.299999,11.672931
17.689999,11.29884
13.12,10.627933
1.43,9.66856
12.69,8.422512
2.53,6.9115067
6.21,0.6067295
0.0,4.0270042
2.4,2.7608354
6.41,1.5636516
9.46,0.45845142
5.09,-0.27711314
0.0,0.35896719
0.0,1.4353738
0.0,2.8792112
7.83,4.545244
18.8,6.2973123
28.039999,7.981778
5.78,0.0346486
6.09,-0.7894385
29.01,7.385763
30.259998,9.392608
24.41,10.724958
29.869999,11.410024
23.18,11.588888
16.970001,11.369655
23.3,10.810517
22.92,9.930386
25.26,8.73288
13.599999,7.23555
0.49,0.72626776
6.49,4.077939
10.509999,2.832541
1.01,1.6162589
5.06,0.47837755
0.0,-0.3888746
0.0,0.10770877
0.0,1.074154
0.91,2.418902
7.5200005,3.9950383
32.219997,5.671996
35.600002,7.3207154
5.95,0.37919742
5.95,-0.43230876
19.730001,7.886402
31.480001,9.947046
47.2,11.326281
47.739998,12.038467
30.41,12.237093
12.71,12.039291
8.0,11.505497
16.050001,10.653693
27.33,9.483461
25.28,8.001441
5.95,1.3373184
19.09,4.6692166
21.85,3.3798354
21.93,2.1129444
15.37,0.9242337
5.95,0.013548394
5.95,0.4863757
5.18,1.4513814
0.0,2.8083253
5.59,4.406256
12.25,6.1131573
25.199999,7.8000546
